id,name,city,country,boundary_straight_m,boundary_square_m,pitch_type,surface,floodlights,capacity,operational_status,soil_details,total_matches,avg_first_inn_runs,avg_second_inn_runs,bat_factor,pace_index,boundary_rate
100,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,75,70,Natural,Grass,1,28000,Operational,Potohar Clay: Extremely hard surface; produces high pace.,52,179.07692307692307,157.44,1.1110525637410174,0.9230769230769231,0.1971153846153846
12,Riverside Ground,Chester-le-S,UK,75,70,Natural,Grass,1,19000,Operational,Oxfordshire Loam: Historically favors swing bowlers.,5,163.2,150.4,1.010294502684331,0.9142857142857143,0.15004122011541632
238,Roma Cricket Ground,Spinaceto,Italy,64,60,Synthetic,Grass,0,500,Operational,Synthetic Matting: Home hub for Italian national team.,12,140.91666666666666,112.33333333333333,0.9654641582789557,0.9428571428571428,0.12277515437704323
173,"Royal Brussels Cricket Club Ground, Waterloo",Waterloo,Belgium,65,60,Natural,Grass,0,500,Operational,UK Loam: Imported to maintain professional standards.,10,154.9,136.8,0.9993322964236405,0.8865248226950354,0.14864300626304802
258,"Ruaraka Sports Club Ground, Nairobi",Nairobi,Kenya,68,64,Natural,Grass,0,1000,Operational,Kenyan Red Clay: Standard Nairobi high-altitude pitch.,6,195.0,85.83333333333333,1.059158851975711,0.9012345679012346,0.16437364228819695
28,"Sabina Park, Kingston",Kingston,Jamaica,72,68,Natural,Grass,1,20000,Operational,Liguanea Plain Soil: Historically fast and bouncy.,37,163.43243243243242,143.97297297297297,1.0343840609585426,0.906183368869936,0.1545773452529139
194,Sano International Cricket Ground,Sano,Japan,68,64,Natural,Grass,0,2500,Operational,Imported NSW Clay: Australia soil brought in for professional play.,21,143.61904761904762,75.95238095238095,0.9617469363462026,0.8877887788778878,0.10284705363054514
205,Santarem Cricket Ground,Albergaria,Portugal,62,58,Synthetic,Grass,0,300,Operational,ECN Standard Mat: Used for European Cricket Network.,6,163.66666666666666,128.0,1.0125721173124211,0.8780487804878049,0.13504155124653738
256,Sao Fernando Polo and Cricket Club,Seropedica,Brazil,65,60,Natural,Grass,0,500,Operational,"Local Rio Clay: Sourced locally; very low, slow bounce.",,,,,,
288,"Sao Fernando Polo and Cricket Club, Campo Sede",Seropedica,Brazil,65,60,Natural,Grass,0,500,Operational,Same as ID 256. Primary hub for Brazilian cricket.,,,,,,
37,Saurashtra Cricket Association Stadium,Rajkot,India,70,65,Natural,Grass,1,28000,Operational,Saurashtra Black Soil: Known as India's flattest track.,16,175.4375,156.75,1.057918597694476,0.8817204301075269,0.17611548556430445
329,Sawai Mansingh Stadium,Jaipur,India,72,68,Natural,Grass,1,30000,Operational,Rajasthan Sand/Clay: Traditionally stay low and aids spin.,65,165.5076923076923,152.7846153846154,1.050731062528126,0.8744650499286734,0.1646807408366792
245,"Saxton Oval, Nelson",Nelson,New Zealand,75,70,Natural,Grass,0,6000,Operational,Patumahoe Clay: Noted for exceptional boutique drainage.,5,160.0,171.25,1.0061710810630695,0.8888888888888888,0.1827852998065764
124,"Scott Page Field, Vinor",Prague,Czech Rep,65,62,Synthetic,Grass,0,500,Operational,Synthetic Matting: Primary Czech international venue.,19,154.31578947368422,134.73684210526315,0.997190392369327,0.8502202643171806,0.13411012108750286
22,Seddon Park,Hamilton,New Zealand,72,68,Natural,Grass,1,10000,Operational,Patumahoe Clay: A world-famous batting paradise.,13,179.92307692307693,163.3846153846154,1.062721741104659,0.8843537414965986,0.191958495460441
249,"Selangor Turf Club, Kuala Lumpur",Kuala Lumpur,Malaysia,68,64,Natural,Grass,0,1000,Operational,Klang River Silt: Often damp and assists slow bowlers.,7,135.0,132.14285714285714,0.9662403606534732,0.8202247191011236,0.11433868974042027
24,Senwes Park,Potchefstroom,South Africa,75,70,Natural,Grass,1,18000,Operational,North West Clay: Local high-clay soil; true bounce.,,,,,,
335,Shaheed Veer Narayan Singh International Stadium,Raipur,India,78,72,Natural,Grass,1,65000,Operational,Chhattisgarh Soil: Large dimensions; plays similar to MCG.,7,150.28571428571428,145.28571428571428,0.9917731218499413,0.8947368421052632,0.1451516954193932
136,Sharjah Cricket Stadium,Sharjah,UAE,65,62,Natural,Grass,1,16000,Operational,Imported Pakistan Clay: Record-breaking six-hitting hub.,87,155.1264367816092,143.38372093023256,0.9995575087696226,0.901593252108716,0.14668104716148642
324,Sheikh Abu Naser Stadium,Khulna,Bangladesh,70,65,Natural,Grass,1,20000,Operational,Coastal Alluvial Silt: Slower than the Chattogram track.,,,,,,
18,Sheikh Zayed Stadium,Abu Dhabi,UAE,74,70,Natural,Grass,1,20000,Operational,Nandipur Clay: Imported; iconic for its large grass banks.,90,151.06666666666666,138.44444444444446,0.9781539824242882,0.8835304822565969,0.13844490409928545
307,"Shere Bangla National Stadium, Mirpur",Mirpur,Bangladesh,70,66,Natural,Grass,1,25000,Operational,Mirpur Clay: Historically the best spinning track in Asia.,60,143.93333333333334,125.83333333333333,0.9455052562736989,0.8775773195876289,0.1311579392487138
240,"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",Gwalior,India,72,70,Natural,Grass,1,30000,Operational,Red Soil: Sourced from Maharashtra; new T20-focused venue.,,,,,,
244,"Sikh Union Club Ground, Nairobi",Nairobi,Kenya,68,64,Natural,Grass,0,2000,Operational,Kenyan Red Clay: Hard-baked soil; produces fast outfield.,11,153.45454545454547,132.8181818181818,0.9959846621315138,0.9117647058823529,0.14302191464821223
239,"Simar Cricket Ground, Rome",Rome,Italy,64,60,Synthetic,Grass,0,500,Operational,Synthetic Matting: Secondary hub for Italian league cricket.,12,149.5,124.91666666666667,0.9862020697530731,0.8529411764705882,0.1332868108862526
264,Singapore National Cricket Ground,Singapore,Singapore,70,66,Natural,Grass,1,5000,Operational,Australian Loam Mix: Specialized mix to counter humidity.,17,148.1764705882353,123.88235294117646,0.9791764807414463,0.8944723618090452,0.1535303776683087
157,"Sir Vivian Richards Stadium, North Sound, Antigua",Antigua,Antigua,72,68,Natural,Grass,1,10000,Operational,North Sound Clay: Provides life for fast bowlers.,33,141.36363636363637,127.42424242424242,0.9444505266268983,0.8661616161616161,0.14119099890230516
21,"Sky Stadium, Wellington",Wellington,New Zealand,75,70,Drop-in,Grass,1,34500,Operational,"Patumahoe Clay: ""Cake Tin"" layout; heavily wind-affected.",17,163.52941176470588,139.7058823529412,1.0246246666852479,0.9166666666666666,0.16194644696189495
207,"Solvangs Park, Glostrup",Glostrup,Denmark,62,58,Synthetic,Grass,0,500,Operational,Synthetic Matting: Standard Danish mat over concrete.,,,,,,
11,Sophia Gardens,Cardiff,UK,75,70,Natural,Grass,1,15643,Operational,"Oxfordshire Loam: Known for being a ""big"" ground.",11,148.72727272727272,137.9090909090909,0.9851773070757881,0.905511811023622,0.14640198511166252
209,"Sportpark Het Schootsveld, Deventer",Deventer,Netherlands,70,66,Natural,Grass,0,1000,Operational,Dutch Loam: Imported to survive the local climate.,7,151.28571428571428,144.14285714285714,0.9934434894048503,0.9102564102564102,0.1322013341419042
248,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands,70,66,Natural,Grass,0,2000,Operational,Dutch Loam: Primary hub for Central Dutch cricket.,5,160.0,131.75,1.0061710810630695,0.9298245614035088,0.13288718929254303
166,"Sportpark Westvliet, The Hague",The Hague,Netherlands,70,66,Natural,Grass,0,3000,Operational,Imported UK Loam: High clay content for turf quality.,20,150.3,137.75,0.9841798981840525,0.9108527131782945,0.1258682382656283
201,"St Albans Club, Buenos Aires",Buenos Aires,Argentina,65,60,Natural,Grass,0,500,Operational,Pampas Clay: Historic club ground in Argentina.,17,119.3529411764706,86.875,0.8938523002339258,0.8957345971563981,0.07793996144312862
263,"St George's College Ground, Buenos Aires",Buenos Aires,Argentina,65,60,Natural,Grass,0,500,Operational,Pampas Clay: Sourced locally; soft soil with low bounce.,9,102.33333333333333,68.77777777777777,0.8942710836843613,0.9097222222222222,0.059679037111334
78,"St George's Park, Gqeberha",Gqeberha,South Africa,75,70,Natural,Grass,1,19000,Operational,Eastern Cape Clay: Slower; aids reverse swing.,22,158.0909090909091,136.13636363636363,1.0097195088819615,0.8876404494382022,0.1379508825786646
225,St Georges Quilmes,Quilmes,Argentina,60,55,Natural,Grass,0,500,Operational,"Local Clay: Historic ground; low, slow bounce.",,,,,,
306,Stadium Australia,Sydney,Australia,85,75,Drop-in,Grass,1,82500,Operational,Bulli Clay: Sourced from NSW; multi-sport FIFA venue.,17,152.94117647058823,131.05882352941177,0.9932810901722812,0.8798076923076923,0.12956894378623646
272,"Stars Arena Hofstade, Zemst",Zemst,Belgium,62,58,Synthetic,Grass,0,300,Operational,Synthetic Matting: Home for domestic Belgian T10s.,7,139.57142857142858,120.42857142857143,0.9738763266187721,0.93,0.14705882352941177
283,"Stubberudmyra Cricket Ground, Oslo",Oslo,Norway,65,60,Synthetic,Grass,0,500,Operational,Synthetic Matting: Durable for Nordic international play.,,,,,,
40,SuperSport Park,Centurion,South Africa,75,70,Natural,Grass,1,22000,Operational,Highveld Clay: Sourced locally; famously fast pitch.,36,164.16666666666666,149.97142857142856,1.037093241675637,0.892018779342723,0.1752744510978044
130,"Svanholm Park, Brondby",Brondby,Denmark,68,64,Natural,Grass,0,1000,Operational,Imported UK Loam: Highest-standard grass square in Denmark.,11,138.27272727272728,107.0909090909091,0.9612764257025491,0.8873239436619719,0.09290271132376396
19,Sydney Cricket Ground,Sydney,Australia,80,75,Natural,Grass,1,48000,Operational,Bulli Clay: Traditionally favors spinners.,86,157.52325581395348,138.66666666666666,1.0120871565923952,0.8972667295004713,0.1428131258665845
338,Sydney Showground Stadium,Sydney,Australia,72,68,Drop-in,Grass,1,21500,Operational,NSW Black Clay: Boutique T20 stadium.,39,154.10256410256412,123.84615384615384,0.9952797654603013,0.9102296450939458,0.14366065151160065
47,Sylhet International Cricket Stadium,Sylhet,Bangladesh,72,68,Natural,Grass,1,18500,Operational,Tea Garden Soil: Hilly local soil; offers more bounce.,14,154.92857142857142,146.30769230769232,0.9992509878913585,0.8766233766233766,0.16251638269986893
259,"TCA Oval, Blantyre",Blantyre,Malawi,68,64,Natural,Grass,0,1500,Operational,Local Red Clay: African highland soil; dry and fast.,14,138.71428571428572,134.42857142857142,0.9562355141769128,0.9022988505747126,0.16076555023923444
223,"Tafawa Balewa Square Cricket Oval, Lagos",Lagos,Nigeria,68,64,Natural,Grass,0,2000,Operational,Local Red Clay: Nigeria's premier international hub.,22,117.04545454545455,78.27272727272727,0.8711983137927115,0.8277945619335347,0.06871988267337105
285,"Takashinga Sports Club, Highfield, Harare",Harare,Zimbabwe,68,64,Natural,Grass,0,1000,Operational,Local Red Clay: Key hub for community cricket in Harare.,10,140.1,111.7,0.9675475880930838,0.8666666666666667,0.1084967320261438
345,Ted Summerton Reserve,Moe,Australia,75,70,Natural,Grass,1,10000,Operational,Victorian Loam: Regional BBL venue for Melbourne Stars.,,,,,,
98,Terdthai Cricket Ground,Bangkok,Thailand,68,64,Natural,Grass,0,3000,Operational,Central Thai Silt: High moisture retention; slow track.,8,132.5,104.875,0.9581934664362206,0.8415841584158416,0.12608444187391557
230,"Terdthai Cricket Ground, Bangkok",Bangkok,Thailand,68,64,Natural,Grass,0,1000,Operational,Same as ID 98. Secondary venue for Asian qualifiers.,36,135.27777777777777,113.08333333333333,0.9174403821301055,0.8771551724137931,0.13559532687049466
9,The Rose Bowl,Southampton,UK,75,70,Natural,Grass,1,25000,Operational,Oxfordshire Loam: Circular ground with equal boundaries.,13,179.3846153846154,146.30769230769232,1.0613550767415514,0.9204545454545454,0.16204896907216496
49,"The Village, Malahide",Malahide,Ireland,72,68,Natural,Grass,0,11500,Operational,Ongar Loam: Imported; most picturesque ground in Europe.,17,165.1764705882353,140.1764705882353,1.0295003341428206,0.9056603773584906,0.17222511724856696
174,Tikkurila Cricket Ground,Vantaa,Finland,65,60,Natural,Grass,0,1000,Operational,Imported UK Loam: Necessary for turf in Nordic climates.,21,134.61904761904762,99.23809523809524,0.932046986406477,0.8821752265861027,0.09932694268815011
273,"Titwood, Glasgow",Glasgow,Scotland,70,65,Natural,Grass,0,2000,Operational,Banbury Loam: Imported from UK; historic Scottish venue.,6,162.33333333333334,148.5,1.0105897030714301,0.8877551020408163,0.13864701942397856
63,Tolerance Oval,Abu Dhabi,UAE,70,66,Natural,Grass,1,3000,Operational,Nandipur Clay: Imported from Pakistan; training hub.,9,126.77777777777777,110.66666666666667,0.9431478485915542,0.847457627118644,0.11197110423116616
323,Tony Ireland Stadium,Townsville,Australia,82,70,Natural,Grass,1,10000,Operational,Queensland Clay: Rebranded as Riverway Stadium.,,,,,,
343,Traeger Park,Alice Springs,Australia,80,72,Natural,Grass,1,10000,Operational,"Arid Zone Clay: Hard, dry soil; high bounce.",,,,,,
296,Trent Bridge,Nottingham,UK,70,65,Natural,Grass,1,17500,Operational,Oxfordshire Loam: Known for world-record scores.,14,165.71428571428572,149.5,1.027864805208016,0.8908045977011494,0.1513157894736842
119,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,70,66,Natural,Grass,0,20000,Operational,Kathmandu Valley Clay: High altitude mountain soil.,34,168.58823529411765,145.72727272727272,1.054266572137451,0.9048723897911833,0.16670895711748288
177,"UKM-YSD Cricket Oval, Bangi",Bangi,Malaysia,68,64,Natural,Grass,1,1000,Operational,Selangor Alluvial Clay: Humid and slow conditions.,22,125.81818181818181,106.45,0.9008047264751313,0.8715953307392996,0.12272938984629717
226,Udayana Cricket Ground,Bali,Indonesia,65,60,Natural,Grass,0,500,Operational,Local Bali Silt: High organic content; slow and low.,72,127.31944444444444,102.29577464788733,0.8593649117205023,0.9050480769230769,0.12250902768490037
164,"United Cricket Club Ground, Windhoek",Windhoek,Namibia,72,68,Natural,Grass,0,1000,Operational,Khomas Clay: Sourced locally; very dry surface.,19,144.68421052631578,120.47368421052632,0.9669585751942134,0.8883720930232558,0.12713771377137714
182,"University Oval, Dunedin",Dunedin,New Zealand,75,70,Natural,Grass,0,6000,Operational,Otago Loam: Traditionally seam-friendly.,5,171.8,163.6,1.021376198291471,0.9393939393939394,0.19584837545126355
252,University of Dar-es-Salaam Ground,Dar-es-Salaam,Tanzania,65,60,Natural,Grass,0,500,Operational,Coastal Clay: Locally sourced; sandy and slow.,7,66.85714285714286,57.285714285714285,0.8524167429832369,0.8809523809523809,0.0636604774535809
231,University of Doha for Science and Technology,Doha,Qatar,68,64,Natural,Grass,1,1500,Operational,Imported Nandipur Clay: Pakistani soil for desert play.,13,157.3846153846154,126.07692307692308,1.0055170756203033,0.8876404494382022,0.13346290897311305
155,University of Lagos Cricket Oval,Lagos,Nigeria,62,58,Natural,Grass,0,1000,Operational,Ogun River Clay: Sourced locally; favors spin.,8,125.5,89.75,0.9453077738697787,0.9224137931034483,0.0779840848806366
352,"University of Tasmania Stadium, Launceston",Launceston,Australia,85,70,Drop-in,Grass,1,19000,Operational,Northern Tas Loam: AFL-sized boutique venue.,,,,,,
53,VRA Ground,Amstelveen,Netherlands,72,68,Natural,Grass,0,4500,Operational,Ongar Loam: Imported from UK; helps with drainage.,,,,,,
280,"Vassil Levski National Sports Academy, Sofia",Sofia,Bulgaria,65,60,Synthetic,Grass,0,500,Operational,Synthetic Matting: Durable for Balkan climates.,7,204.0,199.28571428571428,1.081495721942203,0.8928571428571429,0.2649783817171093
271,"Velden Cricket Ground, Latschach",Latschach,Austria,65,62,Natural,Grass,0,1000,Operational,Imported UK Loam: Sourced for European tournament play.,9,171.22222222222223,153.77777777777777,1.0320146938773602,0.9090909090909091,0.16884286357496622
14,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,80,75,Natural,Grass,1,45000,Operational,"Vidarbha Black Soil: Known for being a ""true"" pitch.",12,145.91666666666666,129.58333333333334,0.977544495059995,0.8197674418604651,0.1345093715545755
118,"Wanderers Cricket Ground, Windhoek",Windhoek,Namibia,72,68,Natural,Grass,0,2000,Operational,Khomas Clay: Very hard and dry surface.,25,146.96,123.5,0.9704670498789706,0.9097222222222222,0.1405593127399013
44,Wankhede Stadium,Mumbai,India,68,65,Natural,Grass,1,33108,Operational,Thane Red Soil: High bounce and coastal swing.,133,172.02255639097746,160.51127819548873,1.0941560791752392,0.9054726368159204,0.1794759825327511
170,"Warner Park, Basseterre, St Kitts",Basseterre,St Kitts,65,60,Natural,Grass,1,8000,Operational,Volcanic Soil: Road-like pitches; high-scoring.,105,164.24761904761905,145.76699029126215,1.0489066160034246,0.90854119425548,0.1644704332070499
156,"West End Park International Cricket Stadium, Doha",Doha,Qatar,72,68,Natural,Grass,1,13000,Operational,Imported Pakistan Clay: Mimics subcontinent conditions.,44,142.29545454545453,131.45454545454547,0.9427915715507221,0.8583765112262521,0.13064295485636115
291,"Western Australia Cricket Association Ground, Perth",Perth,Australia,75,70,Natural,Grass,1,20000,Operational,Harvey WA Clay: Historically the fastest in the world.,37,155.8918918918919,142.02702702702703,1.0028480238880402,0.8744186046511628,0.14594843462246776
88,"White Hill Field, Sandys Parish",Sandys Parish,Bermuda,68,64,Natural,Grass,0,1000,Operational,Bermuda Red Clay: Porous soil; quick drying.,12,132.58333333333334,108.91666666666667,0.9453302636438903,0.8924050632911392,0.12042851865533802
192,"Willowmoore Park, Benoni",Benoni,South Africa,72,68,Natural,Grass,1,20000,Operational,East Rand Clay: Seam-friendly green-top venue.,12,140.08333333333334,123.83333333333333,0.9634507688154492,0.8344370860927153,0.12446657183499289
168,"Windsor Park, Roseau, Dominica",Roseau,Dominica,72,68,Natural,Grass,1,12000,Operational,Volcanic Silt: Black soil; favors spin late game.,,,,,,
250,"YSD-UKM Cricket Oval, Bangi",Bangi,Malaysia,68,64,Natural,Grass,1,1000,Operational,Selangor Clay: Humid and slow conditions.,10,109.9,77.7,0.9026896021753266,0.8608695652173913,0.09893048128342247
253,"Yeonhui Cricket Ground, Incheon",Incheon,South Korea,68,64,Natural,Grass,0,2500,Operational,Imported NSW Clay: Australia soil for high standards.,14,124.78571428571429,82.64285714285714,0.9192838957878516,0.8434343434343434,0.07133798351299937
87,Zahur Ahmed Chowdhury Stadium,Chattogram,Bangladesh,70,66,Natural,Grass,1,22000,Operational,Local Silt: Flat batting track.,23,149.6086956521739,125.91304347826087,0.9806938153619349,0.9069767441860465,0.14784474351472596
135,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,UAE,74,70,Natural,Grass,1,20000,Operational,Nandipur Clay: Imported from Pakistan.,27,151.33333333333334,142.37037037037038,0.985648296026398,0.9085173501577287,0.14335333122829175
221,Zhejiang University of Technology Cricket Field,Hangzhou,China,68,64,Natural,Grass,0,3000,Operational,Imported NSW Clay: Australia soil for Asian Games legacy.,6,156.0,98.0,1.0011732354267224,0.9594594594594594,0.1597051597051597
